81	0	There's never a spark when you take your sweater off in winter	Sparks are easily generated when you take off your sweater in winter
82	0	Pesticides kill plants	Pesticides kill pests
83	0	Adding some lemon juice to oyster makes the taste sweet and refreshing	Adding some lemon juice to oyster makes the taste sour and refreshing
84	1	heart is a human organ.	Stone is a human organ
85	0	We played our last football tournament at Telsi Indoor Restaurant.	We played our last football tournament at Telsi Indoor Stadium.
86	1	The doctor checked the temperature with thermometer	The doctor checked the temperature with stethoscope
87	0	A landscape is a painting or a photograph which focuses on the face of a person	A portrait is a painting or a photograph which focuses on the face of a person
88	0	The real Chinese food is dumpings.	The real Chinese food is dumplings.
89	1	Little Tommy was scared to tears by the horrible movie	Little Tommy was scared to laughter by the horrible movie
90	0	she drives her boat in the highway	she drives her car in the highway
91	1	Lumberjack cuts trees with an axe	Lumberjack cuts trees with tofu
92	1	The racer drives extremely fast in the field	The racer drives extremely fast in the room
93	0	apples can be black	apples can be red or green
94	1	The tailor makes clothes with a sewing machine.	The tailor makes clothes with a TV set.
95	0	The sailboat flew high into the sky.	The airplane flew high into the sky.
97	0	Water is a drink with brown colour	Coffee is a drink with brown colour
98	1	Bob cut vegetables with a knife	Bob cut the steel plate with a knife.
99	0	She smelled the moon.	She smelled the cheese.
100	0	The teacher taught the rabbit to talk	The teacher taught the students to talk
101	1	Everest is higher than Mount Fuji	Mount Everest is lower than Mount Fuji
102	0	The earth is mostly covered in land.	The earth is mostly covered in water.
103	1	Edun didn't want to go on a hike.	Edun didn't want to go on a bike.
104	1	I eat salad for lunch everyday.	I eat video games everyday.
105	1	put your notebook in your schoolbag	put your liver in your schoolbag
106	0	Staying up all night is good for your health	Staying up all night is bad for your health
107	1	A singer tends to get popular because his songs are good	A singer tends to get popular because his songs are bad
108	1	people love cookies	cookies love people
109	1	he took bath with a new soap	he took bath with a toothpaste
110	0	Lisa taught John how to breath	Lisa taught John how to read
111	0	If some food tastes too spicy for Daisy, she drinks hot water	If some food tastes too spicy for Daisy, she drinks cold water
112	0	He put the car in the kitcken sink.	He put the dishes in the kitcken sink.
113	0	today's hard work can change the history	today's hard work can change the future
114	1	There are no human beings living on the sun	There are human beings living on the sun
115	1	being alive is the opposite of being dead	being nervous is the opposite of being dead
116	1	Autumn follows summer.	Winter follows summer.
118	1	She took her dog on a walk.	She took her toaster on a walk.
119	0	Jeff gave his girlfriend a lose.	Jeff gave his girlfriend a rose.
120	0	Girls tie their hair with wires.	Girls tie their hair with leather bands.
121	1	The cow is eating the grass.	The dog is eating the grass.
122	1	The girl hit a home run	The girl hit home and it ran
124	0	Tom ate sand for the breakfast.	Tom ate sandwich for the breakfast.
125	1	Mobile phones bring convenience to life.	Mobile phones don't bring convenience to life
126	0	papers are made of iron	papers are made of wood
127	1	The doctor gave vaccine through injection	The doctor gave vaccine through stethoscope
128	1	The Earth is a planet	The flower is a planet
129	1	He wears an apron to cook.	He wears a baboon to cook.
130	1	we can cook food in the kitchen	we can have a shower in the kitchen
131	1	If you want to play tennis then you should wear tennis shoes.	If you want to play tennis then you should weat skates.
133	0	Clouds revolve around the sky.	The Earth revolves around the Sun.
134	1	She can see a ship in the sea	She can see a ship in the pond
135	0	Different styles of dressing will give people the same feeling.	Different styles of dressing can give people different feelings.
136	0	someone allergic to milk is likely to react to wine	someone allergic to milk is likely to react to cheese
137	0	She makes a call by the stove.	She makes a phone call.
138	0	he put shark in a ranch	he put some cattle in a ranch
139	0	The street lamp comes on when it is bright	The street lamp comes on when it is dark
140	0	The temperature of healthy people remains around 57 degree	The temperature of healthy people remains around 37 degree
141	1	Children drink soda with pizza	Children drink wine with pizza
142	1	He put dirty dishes in a dishwasher	He put clothes in the dishwasher
143	0	The man put a block in the microwave.	The man put a sandwich in the microwave.
144	0	Mom has a beard	Mom doesn't have a beard
145	0	A thing you might want to do before traveling to another country is to download a movie	A thing you might want to do before traveling to another country is to download a map
146	1	The girl's favorite snack was a banana.	The girl's favorite snack was a frisbee.
147	0	people will repeat the same mistake	people may repeat the same mistake
148	1	Curtains can keep out the sun.	Mosquito nets can keep out the sun.
149	0	The bear in the sky are beautiful	The stars in the sky are beautiful
150	0	My brother likes flying	My brother likes swimming
151	1	A car is faster than a bike	A car is slower than a bike
152	0	Hannah was late to school because she missed the helicopter	Hannah was late to school because she missed the bus.
153	1	moisturizers are good for the skin	moisturizers are good for the eyes
154	0	I like to use my shoes to talk to my friends in the distance.	I like to use my mobile phone to talk to my friends in the distance.
156	0	A dog can read books.	An student can read books.
158	1	The speaker is damaged, thus I can't hear anything	The display is damaged, thus I can't hear anything
159	1	A person who is studying at a university or other place is called student	A person who is studying at a university or other place is called teacher
160	0	She put the dirty laundry into the dishwasher.	She put the dirty dishes into the dishwasher.
163	1	Pamela is a woman's name	Pamela is a man's name
164	1	Debbie buys a ficus and put it in the flower garden	Debbie buys a ficus and put it in the internet bar
165	1	She walked her dog at the park	She walked her dog in the bathroom
167	1	I am in China. I go to Russia by train.	I am in China. I go to Australia by train.
168	1	He saw polar bears in the Arctic	He saw lions in the North Pole
170	0	I usually wear a shoe on my head	I usually wear a shoes in my feet
172	1	He smelled disinfectant in the corridor of the hospital	He smelled grilled fish in the corridor of the hospital
173	0	The student paints so well that he wants to become a musician.	The student paints so well that he wants to become an artist.
174	1	Her birthday is on February 29th, so she can't celebrate it every year	Her birthday is on February 29th, so she has a birthday every year
175	0	books are usually made of feathers	books are usually made of paper
176	1	The sky is blue.	The sky is made of diamonds
177	0	He went snowboarding in the ocean.	He went swimming in the ocean.
179	1	I have reverence for someone that I respect	I have compassion for someone that I respect
180	1	He just bought a new head phone, thus he can't wait to try out the sound quality	He just bought a new bike, thus he can't wait to try out the sound quality
181	0	Children can leave familiar places with people they don't know.	Children shouldn't leave familiar places with people they don't know.
182	0	River is flowing still while there is no water.	River is flowing down the narrow path.
183	0	Laura threw the sea at a rock.	Laura threw a rock into the sea.
184	1	My best friend is throwing a party for his mom's birthday	My best friend is throwing a party for his mom's funeral
185	0	You would go to a swimming pool for dinner.	You would go to a restaurant for dinner.
186	0	When it rains, you shouldn't take an umbrella.	When it rains, you should take an umbrella.
187	0	we encourage students to further their study in prison	we encourage students to further their study in college
188	1	Fighting is a bad behavior.	Fighting is a good behavior.
189	1	The barber trimmed his hair with scissors	The barber trimmed his lips with scissors
190	1	Drinking milk helps children grow taller	Drinking coffee helps children grow taller
191	0	It's too far to get home from the supermarket, thus I choose walking on foot	It's too far to get home from the supermarket, thus I choose taking a bus
192	1	The boy put a shoe on his foot.	The boy put a hat on  his foot.
194	0	Prosperity makes people grow.	Adversity makes a man grow.
195	1	he lifts me to his shoulder	he lifts me to his liver
196	0	I usually have lunch with a comb.	I usually have lunch with chopsticks.
197	1	no sooner had he got to the lab than he set out to do the experiment	no sooner had he got to the library than he set out to do the experiment
199	1	If you want to learn the news, you can read the news in the newspaper	If you want to learn the news, you must read the news in the newspaper
200	0	Crocodiles in the desert	Ants in the desert
201	1	The peasant stripped the scorpion from the lotus root	The peasant stripped the rabbit from the lotus root
202	1	Walls are always painted	Walls are never painted
203	1	she won gold medal for finishing first in marathon	she won gold medal for finishing last in marathon
204	0	She ran into the sun	She ran into the store
205	1	An ocean is larger then a puddle.	An ocean is larger then the sun.
208	1	She get permission to her mother to swim in the swimming pool	She get permission to her mother to swim in the mountain top
210	1	He took his mother to the hospital	He took his mother to outer space
211	1	He who does not eat dies.	He who does not play dies.
212	0	Stacey wanted to have some fun, so she went to church	Stacey wanted to have some fun, so she went out to the club
213	0	He turned on the tap and let vinegar out to take a bath.	He turned on the tap and let water out for a bath.
214	1	He is a passionate person, so he is very popular.	He is a selfish man, so he is very popular.
215	0	After the fracture, I'll go to the gym for treatment.	After the fracture, I'll go to the hospital for treatment.
216	1	Lions are mammals	Lions are sea animals
217	0	We bought a smile.	We bought a tiger.
218	0	Guns kill people.	People kill people.
219	1	he only has one foot	He only has two feet
220	0	water makes rich men	money makes rich men
221	1	I put a phone in my pocket.	I put a lion in my pocket.
222	1	The woman put on running shoes to go running.	The woman put on skis to go running.
223	1	Cobra belongs to animals	Cobra belongs to plant
224	1	She is asking for a vacuum cleaner for Christmas	She is asking for a vacuum cleaner for President's Day
225	0	tigers have kittens	Cats have kittens
226	0	the quilt is used for making fire	the quilt is used to keep warm
228	0	Ocean is industrial products	Iron is an industrial product.
229	0	He was travelling to office in his cooker	He was travelling to office in his bike
230	1	He lit his cigarette with a lighter.	He lit his cigarette with wood.
231	0	He often watered the chair.	He often watered the flowers.
232	0	I need a teacher to fix my car.	I need a mechanic to fix my car.
233	0	Dog still try to catch his  toothbrush.	Dog still try to catch his ball.
234	0	Something you might do while going to a performance is to talk	Something you might do while going to a performance is to watch
235	0	If we cannot locate the book we want in the library, we can ask the cook for help.	If we cannot locate the book we want in the library, we can ask the librarian for help.
236	1	the earth is smaller than the sun	the earth is smaller than the moon
237	0	work if you want to relax	Sleep if you want to relax
238	0	We use earphones to play games	We use earphones to listen to songs.
239	0	I ate two thousand bowls of rice yesterday	I ate two bowls of rice yesterday
240	1	people use a bottle for drinking water outdoor	people use a pot for drinking water outdoor
241	1	Some monkeys have tails, and others do not.	Some monkeys have eyes, and others do not.
243	1	A keyboard has got a lot of keys	A keyboard has got only a key
245	0	My village is in a tree	My house is in a village
246	0	people enjoy a peaceful and prosperous life under the tyranny of kings.	The people live a miserable life under the tyranny of the king.
247	1	He picks his 7-years kid from school regularly.	He picks his 7-years kid from pub regularly.
248	0	You should not save water	You should save water
249	0	He puts nails on his sandwich	He puts ham on his sandwich.
250	0	ships are used to teleportation of materials and peoples	ships are used to transportation of materials and peoples
251	0	The residents of the moon are very friendly	The residents of the China are very friendly
252	1	I like swimming in the swimming pool best	I like swimming in the playground best
253	1	Weekends are people's legal holidays	Monday is people's legal holiday
254	1	I bought a T-shirt in a toggery	I bought a T-shirt in a restaurant
255	0	A planet is needed to unlock the door	A key is needed to unlock the door
256	1	I built a house on the earth	I built a house on the moon
257	1	Tomato is a glossy red, pulpy edible fruit that is eaten as a vegetable	Cricket ball is a glossy red, pulpy edible fruit that is eaten as a vegetable
258	1	he was fishing with the fishing net	he was fishing with the credit card
259	1	Wool comes from sheep	Wool comes from shearers.
260	0	he shot the man with spoon	he shot the man with pistol
261	0	He used his torch to think possible accidents	He used his brain to think possible accidents
262	0	I like to sing loudly when watching movies in the cinema	I like to eat popcorn when watching movies in the cinema
264	0	The dish is too spicy since I just added too much salt	The dish is too spicy since I just added too much chili powder
265	1	The doctor removed my tonsils.	The doctor removed my brain.
266	1	I dress myself	I dress a lion
267	1	You can hang a picture putting it into a frame	You can hang a picture putting it into a concrete block
268	0	Bars are good places to sleep.	Bars are good places to dance to your heart's content.
270	1	Man can't breathe in space	Man can breathe in space
272	1	Dipping fried chicken into chili sauce is delicious	Dipping fried chicken into beef is delicious
273	1	She washed her hair with shampoo	she washed her hair with milk
274	1	Jack caught a bear in the jungle	Jack caught a bear in the sea
275	1	He put cookies in the oven	He put cookies in water
276	1	Our tongue helps us eat, taste, and talk	Our tongue helps us walk
277	1	The birds fly over the field.	The rhinos fly over the field.
278	1	An aeroplane is an automobile used to travel in air	An aeroplane is an automobile used to travel on road
279	1	The chef cuts vegetables with a kitchen knife	The chef cuts vegetables with scissors
280	1	The bird flew into the classroom through the window.	The students entered the classroom through the window.
281	0	He jumped from the fridge to commit suicide	He jumped from the building to commit suicide
282	0	He wiped his mouth on a driveway.	He wiped his mouth on a napkin.
283	0	The enormous increase of happiness will create many problems.	The enormous increase of population will create many problems.
284	1	He can see himself in the mirror.	He can see his back in the mirror.
285	0	Seawater can be synthesized	Plastics can be synthesized
288	0	A fork is used for cutting bread	A bread knife is used for cutting bread
290	0	A car is required to travel into space	A rocket is required to travel into space
292	1	A vent can be found on a roof	A dog can be found on a roof
293	1	You can touch the snow.	You can touch the wind.
294	1	He played a game of chess.	Chess played with his mind.
295	0	She took the chair for a walk	She took the dog for a walk
296	1	Old skin becomes very rough.	Old skin becomes very smooth.
297	0	Ducks can fly.	Birds can fly.
298	1	wearing shoes keeps feet from getting wet	dogs keep feet from getting wet
299	0	you can find a lion in the ocean	you can find a whale in the ocean
300	0	Dad shaved with papers	Dad shaves with a razor
301	1	She counldn't see any buildings or roads.	She counldn't see any puddings or roads.
303	1	baby birds do not have strong wings to fly	baby birds do not have strong arms to fly
304	1	The wedding cake was decorated with a model of the bride and groom.	The wedding cake was very happy for the bride and groom.
305	0	Turning a light switch off illuminates a dark room	Pressing the light switch on illuminates a dark room.
306	1	After the accident, she called the insurance company to pay for the damage	After the accident, she called the police to pay for the damage
307	0	Debbie did her cooking on the computer.	Debbie did her work on the computer.
308	0	The closest hardware store was in the airport	The closest hardware store was in the next city
310	1	Bob treats dogs as pets.	Bob treats giraffes as pets
312	0	aprons keep out the rain	raincoats keep out the rain
313	1	Teaching fake history can give student wrong opinion about their nation's past	Teaching fake chemistry can give student wrong opinion about their nation's past
314	1	He drove a car	He drove a cat
315	1	The library was filled with great books.	The library was filled with dead pets.
316	1	the teeth are stronger than the tongue	the tongue is stronger than the teeth
317	1	Basketball is played by hand.	Football is played by hand.
318	0	A journey is good reading material for updating one's knowledge.	A journal is good reading material for updating one's knowledge.
319	1	He rides a scooter to get to work	He rides a washing machine to get to work
321	0	Drinking more liquor is good for health	Drinking more water is good for health
322	1	I come home from work at about 2 p.m. in the afternoon	I come home from work at about 9 p.m. in the afternoon
323	0	You are likely to find a shark in a hole under a ficus	You are likely to find a fox in a hole under a ficus
324	1	the vet prescribed a medicine to worm my puppy	the butcher prescribed a medicine to worm my puppy
325	1	School is an institution for educating children	School is an institution for accomodation
326	1	After reading a magazine, we should recycle it	After reading a magazine, we should burn it
327	1	He covered the bed with a bedspread	He used a handkerchief to cover the bed
328	0	Jane jumped into space	Jane jumped on her bed.
329	1	I see the sunshine in the day	I see the sunshine at night
330	1	people eat food because of hunger	food eat people because of hunger
331	1	Eating lot of food makes you fat	Eating lot of food makes you tall
332	1	of all the fish, I like to eat salmon the most	of all the lamp, I like to eat salmon the most
333	0	Dad is surfing on the desert	Dad is surfing on the sea
334	0	An opera is a type of party	An opera is a type of entertainment
335	1	people use blotter to absorb extra ink from a fountain pen	people use clothes to absorb extra ink from a fountain pen
336	0	He threw an anvil into the basket.	He threw the ball into the basket.
338	1	I DROVE MY CAR TO THE GAS STATION.	I DROVE MY COMPUTER TO THE GAS STATION.
339	1	Honey is the juice secreted by bees.	Honey is the juice secreted by the queen bee.
340	1	He watches tv.	The apple watches tv.
341	1	Guns fire bullets through explosive force.	Guns generate bullets through explosive forces.
342	0	She goes flying in the pool.	She goes swimming in the pool.
343	1	I am doing flying in a hot air balloon	I am doing flying in a chair
344	1	The soldiers surrendered after months of warfare	The church surrendered after months of warfare
345	1	We have gray squirrels living in our backyard.	We have gray dinosaurs living in our backyard.
346	0	The monkey ate a turkey.	The monkey ate a banana.
347	1	A card is for business	A marriage card is for business
348	1	you can name the stars	you can touch the stars
349	1	we cannot keep pandas as pets	we can keep pandas as pets
350	0	The feather made the floor shake when dropping it.	The toolbox made the floor shake when dropping it.
351	0	That person is on a wheel chair thus he have to use the steps when going upstairs	That person is on a wheel chair thus he have to use the lift when going upstairs
353	1	Wrtyuio packed his clothes in a wardrobe.	Wrtyuio used the wardrobe lion
354	1	She washed her shirt in a sink.	She washed her shirt in a thimble.
355	0	Global warming shouldn't attract people's attention	Global warming should attract people's attention
356	0	Stone can show time.	Watches can show time
357	1	He wrote an email to his boss	He wrote a postcard to his boss
358	0	cutting your hair is for a cook to do	cutting your hair is for a hair dresser to do
359	0	the clerk gestured to him because he could not see	the clerk gestured to him because he could not hear
360	1	People can usually travel by civil aviation.	People can usually travel by fighter plane.
361	0	I cannot upload the picture, because my laptop got connection with WiFi	I cannot upload the picture, because my laptop lost connection with WiFi
362	1	Jim drove to the mall	The mall drove to Jim
363	0	A matter can name her child.	A mother can name her child.
364	1	He was eating hotdogs	He was eating spoon
365	0	a hairdresser needs a hairbrush and oil to work	a hairdresser needs a hairbrush and shampoo to work
366	1	People sweat after strenuous exercise	People shed tears after strenuous exercise
367	0	Stone is fighting	Dog is fighting.
368	0	He flew a car.	He flew the airplane.
369	0	Tom charged it with wood.	Tom charged it with a charger.
370	1	Cats like catching mice	Dogs like catching mice
371	1	I like people who are gentle to me.	I like people who are irritable with me.
372	0	The astronauts went to the sun.	The astronauts went to the moon.
373	0	An exercise someone can do is sleeping	An exercise someone can do is skipping
374	0	Antss are mammals.	Tigers are mammals.
375	1	Boats sail on the water.	Boats sail on the sand.
376	0	French people don't eat sugar because they are too spicy	French people don't eat chili powder because they are too spicy
377	1	She put her books into her backpack.	She put her giraffe into her backpack.
378	1	The ice will melt when the sun shines on it.	The ice will freeze when the sun shines on it.
379	0	Humans can survive on Mars	Humans can survive on earth
380	0	guns are beneficial for human	guns are dangerous for human
381	0	A rabbit can run.	A horse can run.
382	1	She was eating an ice cream	She was eating a chair
383	1	I find a fly in the soup	I find a spaceship in the soup
384	0	Joseph ordered a fridge at the bar	Joseph ordered a cold beer at the bar
385	1	He drank a full glass of lemonade	He drank a full glass of bleach
386	1	he was polishing his shoes with shoe wax	he was polishing his watch with shoe wax
387	1	He is playing ball with dolphins	He is playing badminton with dolphins
388	0	Apples are bad for people's health	Apples are good for people's health
389	0	Tom has bought a car which has six rooms	Tom has bought a house which has six rooms
390	1	The farmer milked the cow.	The farmer milked the chicken.
391	0	The subway was too crowded to enter in the midnight	The subway was too crowded to enter in the morning
392	1	I'm having haircut at the barber's	I'm having haircut at the firefighter's
393	1	My doctor gave me the last dose of the injection yesterday.	My mechanic gave me the last dose of the injection yesterday.
395	0	My brother goes to school with firecrackers on his back.	My brother goes to school with schoolbag on his back.
396	0	Electric lights are used to see sun during night	Electric lights are used to see things during night
397	0	They ate a cigarette in the afternoon	They ate ham in the afternoon
398	1	She completed work on his computer.	Her computer completed work on her.
399	1	Cats like to hunt mice	Mice like to hunt cats
400	0	he enjoys traveling all over the universe	he enjoys traveling all over the world
401	1	The children went to recess after their test.	The children went bungee jumping after their test.
402	0	Squirrel will make a store of leaves for the winter	Squirrel will make a store of nuts for the winter
403	1	Bread is baked.	toothbrush is baked.
404	0	one trash can will be for rain	one trash can will be for rubbish
405	1	Their slogan sounds pretty good	Their spirit sounds pretty good
406	1	Jack likes planting flowers in his garden	Jack likes cooking dishes in his garden
407	1	A hospital provides access to medical care.	A restaurant provides access to medical care.
408	0	I drove my car into my hand luggage.	I drove my car into my house garage.
409	0	Buy mud so we can make the chocolate cake	Buy flour so we can make the chocolate cake
410	0	Cement contains protein	Protein powder contains protein
411	0	He charged his phone with a flower	He charged his phone with the charger
412	1	dad drives his own car	dad can drive two cars at the same time
413	0	I drank glass this morning.	I drank coffee this morning.
414	1	She cut up a watermelon.	She cut up a blanket.
415	0	we can design pictures with an earphone	we can design pictures with a computer
416	0	suit is a good quality of a person	honesty is a good quality of a person
417	1	Tom feels cold in winter	Tom feels hot in winter
420	0	He announced the time according to the roof in the church	He announced the time according to the clock on the church
421	0	Tom just went to Mars for a tour	Tom just went to Thailand for a tour
423	0	When you feel cold, you should cut down on clothes.	When you feel cold, you should add clothes.
424	1	he cooked chicken in the oven	he cooked chicken in the chair
425	0	Joe was late to work becasue he missed his wife.	Joe was late to work becasue he missed his train.
426	1	He filled water in a bottle	He filled water in a pen
427	0	My sister eats wood with dinner.	My sister eats cheese with dinner.
428	1	he went to the bank to deposit a sum of money	he went to the school to deposit a sum of money
429	1	susan uses his mobilephone to call john.	susan uses his bike to call john.
430	1	He handed the phone to Jim.	He handed the phone to an otter.
431	1	He checked his watch to see the time.	He checked his sunglasses to see the time.
432	0	Drink more wine when you feel thirsty.	Drink more water when you feel thirsty
433	1	a cat usually can fit into a cardboard box	a cat usually can fit into a pop-top can
434	0	We must try our best to increase the likelihood of war.	We must try our best to reduce the likelihood of war.
435	0	An actor wear a toaster.	An actor can wear a costume.
437	1	He rang the doorbell.	He rang the lamp.
438	0	He likes to eat water.	He likes to eat food.
439	1	Wash your hands before eating	Do not wash your hands before eating
440	1	He deposited money in the bank	He deposited money in the restaurant
441	0	he is eating a huge volcano	he is painting a huge volcano
442	0	Jane applied llamas on her luscious lips.	Jane applied lipstick on her luscious lips.
443	1	Biting your nails can cause your fingers to bleed.	Cleaning your monitor can cause your fingers to bleed.
444	1	Playing table tennis requires a table tennis racket.	Playing basketball requires a table tennis racket
445	0	Animals prepare their food using photosynthesis metod	Plants  prepare their food by photosynthesis metod.
446	0	The teacher sent the rainwater to the class using e mail.	The teacher sent the homework to the class using e mail.
447	0	I grind kidney beans to prepare a cappucino	I grind coffee beans to prepare a cappuccino
449	0	cows produce juice	cows produce milk
450	0	A chopsticks is a tool for learning and remembering	A highlighter is a tool for learning and remembering
451	1	We drove the car on the highway.	We drove the airplane on the highway.
452	1	The little girl who forgot to bring a coat shivered in the cold	The little girl who forgot to bring a coat shivered in the warm
453	0	You may see a cat flying in the sky	You may see a cat flying in the sky
454	1	You are likely to find a muscle in  a body..	You are likely to find a plant in your body.
455	1	The lion has hunted the zebra in the jungle.	The shark has hunted the zebra in the jungle.
456	1	Running is an easy form of exercise.	Crying is an easy form of exercise.
457	1	she put shoes on her feet	she put gloves on her feet
458	1	when somebody is sad, he will cry	when somebody is sad ,he will laugh
459	1	People shouldn't drive after being drunk.	People should drive after being drunk
460	1	Most product's price contains tax	Most products are tax-free
461	0	it shines cats and dogs outside	it rains cats and dogs outside
462	1	She used bananas to make the banana bread.	She used pickles to make the banana bread.
463	1	the officer shot the bankrobber in the leg	the officer helped the bankrobber to escape
464	0	We can take the train for free.	We need to pay to take the train.
465	0	He danced on the spoon	He danced on the floor
466	0	There's not enough water in outer space for us to breathe.	There's not enough oxygen in outer space for us to breathe.
468	1	People put on their pajamas before going to bed	People put on their raincoats before going to bed
469	0	She thinks the milk is too iced, so she puts ice in it.	She thinks the milk is too iced, so she heats the milk
471	0	The pitcher threw dynamite to the catcher.	The pitcher threw a baseball to the catcher.
472	1	He threw the ball	He threw the bull
473	0	The body can only sweat through the tongue	The body can sweat through the skin
474	0	I wear a pair of gloves on my head.	I wear a hat on my head.
475	0	he took his bike to a vet	he took his dog to a vet
476	0	The man ate a cave.	The man ate a salad.
477	1	I drank a lot of water after strenuous exercise	I drank a lot of oil after strenuous exercise
478	0	You are likely to find rivers in a library	You are likely to find books in a library
479	0	a gun can be used for feed people	a gun can be used for killing people
480	1	The pencil is in the backpack	The car is in the backpack
481	1	Those students skipped the class to play lead of legend in the internet cafe	Those students skipped the class to learn linear algebra in the internet cafe
482	0	cellphones make nice pets.	Dogs make nice pets.
483	0	Dogs can eat chocolate.	Dogs can not eat chocolate.
484	1	my sister is wearing a beautiful skirt	my brother is wearing a beautiful skirt
485	0	A steering is used to refill vehicle	A steering is used to navigate vehicles
486	1	The whole class passed the exam and the teacher is happy	The whole class passed the exam and the teacher is angry
487	1	The more you learn, the smarter you get.	The more you eat, the smarter you get.
488	0	Man and monkey can communicate through language.	People can communicate through language.
489	0	A popcorn machine makes sushi.	A popcorn machine makes popcorn.
490	1	My father praised me for getting good grades	My father praised me for indulging in games
491	1	Asia is the largest continent.	Asia is an elephant.
492	0	Watches are used to make call	Cell phones are used to make call
494	1	Some people has cats as domesticated animals.	Some people has tiger as domesticated animals.
495	1	Wi-fi has greatly facilitated people's lives	Wi-fi is not very helpful to people's lives.
